record_id,item_id,cargo_id,item_weight,timestamp
171,Item_2,Cargo_4,89,2022-07-01 00:15:03
172,Item_2,Cargo_5,89,2022-07-01 00:15:04
173,Item_1,Cargo_7,32,2022-07-01 00:15:12
174,Item_2,Cargo_5,89,2022-07-01 00:15:19
175,Item_2,Cargo_5,89,2022-07-01 00:15:23
176,Item_2,Cargo_5,89,2022-07-01 00:15:25
177,Item_2,Cargo_8,89,2022-07-01 00:15:28
178,Item_4,Cargo_3,27,2022-07-01 00:15:29
179,Item_1,Cargo_1,32,2022-07-01 00:15:32
180,Item_2,Cargo_5,89,2022-07-01 00:15:33
181,Item_2,Cargo_5,89,2022-07-01 00:15:39
182,Item_4,Cargo_6,27,2022-07-01 00:15:40
183,Item_1,Cargo_7,32,2022-07-01 00:15:41
184,Item_5,Cargo_0,59,2022-07-01 00:15:45
185,Item_5,Cargo_4,59,2022-07-01 00:15:48
186,Item_5,Cargo_2,59,2022-07-01 00:15:57
187,Item_1,Cargo_1,32,2022-07-01 00:16:02
188,Item_5,Cargo_9,59,2022-07-01 00:16:09
189,Item_1,Cargo_7,32,2022-07-01 00:16:14
190,Item_2,Cargo_5,89,2022-07-01 00:16:20
191,Item_5,Cargo_8,59,2022-07-01 00:16:29
192,Item_0,Cargo_2,69,2022-07-01 00:16:39
193,Item_4,Cargo_6,27,2022-07-01 00:16:49
194,Item_0,Cargo_2,69,2022-07-01 00:16:51
195,Item_1,Cargo_7,32,2022-07-01 00:16:54
196,Item_5,Cargo_0,59,2022-07-01 00:17:03
197,Item_4,Cargo_3,27,2022-07-01 00:17:07
198,Item_5,Cargo_4,59,2022-07-01 00:17:13
199,Item_5,Cargo_1,59,2022-07-01 00:17:17
